楼栋,房号,楼层,建筑面积,单价,总价,更新日期,已售
3,1502,15,127.9,11055.0,1413934.5,24年03月13日,已备案
3,1503,15,127.9,11283.0,1443095.8,24年03月13日,已备案
3,1504,15,149.38,10281.14,1535796.4,24年10月10日,已备案
3,1601,16,141.9,11226.0,1592969.4,24年03月13日,已备案
3,1602,16,127.9,7505.95,960011.0,25年03月21日,已备案
3,1603,16,127.9,7600.0,972040.0,25年03月21日,已备案
3,1604,16,149.38,11794.0,1761787.8,24年03月13日,已备案
3,1701,17,141.9,11283.0,1601057.8,24年03月13日,未网签
3,1702,17,127.9,11169.0,1428515.1,24年03月13日,已备案
3,1703,17,127.9,11396.0,1457548.4,24年03月13日,已备案
3,1704,17,149.38,8050.3,1202553.8,25年03月28日,已备案
3,1801,18,141.9,7586.42,1076512.2,25年04月18日,已备案
3,1802,18,127.9,7511.51,960721.8,25年05月22日,已备案
3,1803,18,127.9,7740.74,990041.0,25年06月07日,已备案
3,1804,18,149.38,7719.99,1153211.4,25年06月24日,已备案
3,1901,19,141.9,11396.0,1617092.4,24年03月13日,已备案
3,1902,19,127.9,7623.75,975077.6,25年03月28日,已备案
3,1903,19,127.9,7714.0,986620.6,25年03月19日,已备案
3,1904,19,149.38,8049.35,1202411.9,25年03月18日,已备案
3,2001,20,141.9,11453.0,1625180.8,24年03月13日,已备案
3,2002,20,127.9,11340.0,1450386.0,24年03月13日,已备案
3,2003,20,127.9,7743.45,990387.25,25年03月28日,已备案
3,2004,20,149.38,12021.0,1795697.0,24年03月13日,已备案
3,2101,21,141.9,11510.0,1633269.0,24年03月13日,已备案
3,2102,21,127.9,11396.0,1457548.4,24年03月13日,已备案
3,2103,21,127.9,11624.0,1486709.6,24年03月13日,已备案
3,2104,21,149.38,12078.0,1804211.6,24年03月13日,已备案
3,2201,22,141.9,8687.42,1232744.9,25年07月08日,未网签
3,2202,22,127.9,7663.13,980114.0,25年05月21日,已备案
3,2203,22,127.9,11680.0,1493872.0,24年03月13日,已备案
3,2204,22,149.38,12135.0,1812726.2,24年03月13日,已备案
3,2301,23,141.9,8730.22,1238818.2,25年07月08日,未网签
3,2302,23,127.9,7701.94,985077.5,25年05月28日,已备案
3,2303,23,127.9,11737.0,1501162.2,24年03月13日,已备案
3,2304,23,149.38,12192.0,1821241.0,24年03月13日,已备案
3,2401,24,141.9,8772.1,1244761.0,25年07月08日,未网签
3,2402,24,127.9,8687.42,1111121.0,25年07月08日,未网签
3,2403,24,127.9,7891.46,1009317.75,25年06月07日,已备案
3,2404,24,149.38,8194.7,1224124.2,25年06月28日,已备案
3,2501,25,141.9,8814.81,1250821.5,25年07月08日,未网签
3,2502,25,127.9,8084.5,1034007.56,25年03月13日,已备案
3,2503,25,127.9,11851.0,1515742.9,24年03月13日,已备案
3,2504,25,149.38,8236.5,1230368.4,25年03月19日,已备案
3,2601,26,141.9,10330.96,1465962.6,24年04月20日,未网签
3,2602,26,127.9,10231.32,1308585.9,24年04月20日,未网签
3,2603,26,127.9,10430.59,1334072.8,24年04月20日,未网签
3,2604,26,149.38,12362.0,1846635.5,24年03月13日,已备案
3,2701,27,141.9,10380.77,1473031.9,24年04月20日,未网签
3,2702,27,127.9,10281.14,1314957.5,24年04月20日,未网签
3,2703,27,127.9,10480.41,1340444.5,24年04月20日,未网签
3,2704,27,149.38,12419.0,1855150.2,24年03月13日,已备案
3,2801,28,141.9,10430.59,1480101.0,24年04月20日,未网签
3,2802,28,127.9,10330.96,1321329.2,24年04月20日,未网签
3,2803,28,127.9,12021.0,1537485.9,24年03月13日,已备案
3,2804,28,149.38,12476.0,1863664.9,24年03月13日,已备案
3,2901,29,141.9,10480.41,1487170.1,24年04月20日,未网签
3,2902,29,127.9,10380.77,1327701.0,24年04月20日,未网签
3,2903,29,127.9,10579.17,1353076.1,25年08月16日,已备案
3,2904,29,149.38,10976.84,1639720.6,24年04月20日,未网签
3,3001,30,141.9,10529.35,1494115.4,24年04月20日,未网签
3,3002,30,127.9,10430.59,1334072.8,24年04月20日,未网签
3,3003,30,127.9,10628.99,1359447.9,24年04月20日,未网签
3,3004,30,149.38,11026.66,1647162.5,24年04月20日,未网签
3,3101,31,141.9,10579.17,1501184.5,24年04月20日,未网签
3,3102,31,127.9,10480.41,1340444.5,24年04月20日,未网签
3,3103,31,127.9,10678.81,1365819.5,24年04月20日,未网签
3,3104,31,149.38,11075.6,1654473.8,24年04月20日,未网签
3,3201,32,141.9,9784.71,1388449.8,24年04月20日,未网签
3,3202,32,127.9,9685.07,1238720.5,24年04月20日,未网签
3,3203,32,127.9,9884.34,1264207.4,24年04月20日,未网签
3,3204,32,149.38,10281.14,1535796.4,24年04月20日,未网签
5,0205,2,141.9,7436.43,1055229.4,25年04月16日,未网签
5,0206,2,127.9,7729.06,988546.5,24年05月21日,已备案
5,0207,2,127.9,8703.0,1113113.8,24年03月13日,已备案
5,0305,3,141.9,7512.0,1065952.8,25年04月08日,未网签
5,0306,3,127.9,7418.17,948783.94,25年08月19日,已备案
5,0307,3,127.9,7324.0,936739.6,25年05月27日,已备案
5,0405,4,141.9,7986.89,1133339.4,24年04月20日,未网签
5,0406,4,127.9,8580.0,1097382.0,24年03月13日,已备案
5,0407,4,127.9,8466.0,1082801.4,24年03月13日,已备案
5,0408,4,149.38,8086.52,1207965.0,24年04月20日,未网签
5,0505,5,141.9,6801.0,965061.9,25年10月30日,已备案
5,0506,5,127.9,8646.0,1105823.4,24年03月13日,已备案
5,0507,5,127.9,8537.0,1091882.2,24年03月13日,已备案
5,0508,5,149.38,8166.06,1219845.8,24年04月20日,未网签
5,0605,6,141.9,6683.25,948353.2,25年09月30日,已备案
5,0606,6,127.9,9180.0,1174122.0,24年03月13日,未网签
5,0607,6,127.9,8624.0,1103009.6,24年03月13日,已备案
5,0608,6,149.38,8948.0,1336652.2,24年03月13日,已备案
5,0705,7,141.9,6815.68,967145.0,25年10月23日,已备案
5,0706,7,127.9,9271.0,1185760.9,24年03月13日,未网签
5,0707,7,127.9,7183.0,918705.7,24年11月29日,已备案
5,0708,7,149.38,9034.0,1349498.9,24年03月13日,未网签
5,0805,8,141.9,7581.0,1075743.9,24年11月29日,已备案
5,0806,8,127.9,9362.0,1197399.8,24年03月13日,已备案
5,0807,8,127.9,8797.0,1125136.2,24年03月13日,已备案
5,0808,8,149.38,8404.66,1255488.1,24年08月06日,已备案
5,0905,9,141.9,9099.0,1291148.1,24年03月13日,已备案
5,0906,9,127.9,8990.0,1149821.0,24年03月13日,已备案
5,0907,9,127.9,6580.0,841582.0,25年09月30日,已备案
5,0908,9,149.38,9680.0,1445998.4,24年03月13日,未网签
5,1005,10,141.9,6815.68,967145.0,25年10月15日,已备案
5,1006,10,127.9,8623.15,1102900.9,24年11月09日,未网签
5,1007,10,127.9,7769.62,993734.75,25年07月30日,已备案
5,1008,10,149.38,9292.0,1388039.0,24年03月13日,已备案
5,1105,11,141.9,6918.57,981744.4,25年10月15日,已备案
5,1106,11,127.9,9635.0,1232316.5,24年04月08日,已备案
5,1107,11,127.9,6815.68,871725.5,25年06月24日,已备案
5,1108,11,149.38,6815.46,1084094.2,25年07月29日,已备案
5,1205,12,141.9,9487.0,1346205.2,24年03月13日,已备案
5,1206,12,127.9,9862.0,1261349.8,24年03月13日,已备案
5,1207,12,127.9,9749.0,1246897.1,24年03月13日,已备案
5,1208,12,149.38,9596.0,1433450.5,24年03月13日,已备案
5,1305,13,141.9,9040.06,1282784.2,24年04月20日,未网签
5,1306,13,127.9,10203.0,1304963.8,24年03月13日,已备案
5,1307,13,127.9,7188.65,919428.3,25年09月30日,已备案
5,1308,13,149.38,9138.82,1365156.9,24年04月20日,未网签
5,1405,14,141.9,9338.09,1325075.2,24年04月20日,未网签
5,1406,14,127.9,9238.46,1181598.5,24年06月20日,已备案
5,1407,14,127.9,7367.0,942239.3,25年10月25日,未网签
5,1408,14,149.38,9436.85,1409677.2,24年04月20日,未网签
5,1505,15,141.9,9636.13,1367366.2,24年04月20日,未网签
5,1506,15,127.9,9059.67,1158731.8,25年08月29日,已备案
5,1507,15,127.9,9436.85,1206973.6,24年05月28日,已备案
5,1508,15,149.38,7663.13,1144718.0,25年06月24日,已备案
5,1605,16,141.9,9685.07,1374311.4,24年04月20日,未网签
5,1606,16,127.9,9107.0,1164785.2,25年07月08日,未网签
5,1607,16,127.9,7499.46,959180.8,25年08月01日,已备案
5,1608,16,149.38,8930.0,1333963.4,25年04月23日,未网签
5,1705,17,141.9,9734.89,1381380.6,24年04月20日,未网签
5,1706,17,127.9,7360.79,990994.75,25年08月23日,已备案
5,1707,17,127.9,7507.18,1045754.94,25年08月06日,已备案
5,1708,17,149.38,7857.17,1173703.2,25年07月10日,已备案
5,1805,18,141.9,9784.71,1388449.8,24年04月20日,未网签
5,1806,18,127.9,9685.07,1238720.5,24年04月20日,未网签
5,1807,18,127.9,9586.31,1226088.8,24年04月20日,未网签
5,1808,18,149.38,9884.34,1476523.0,24年04月20日,未网签
5,1905,19,141.9,9834.52,1395519.0,24年04月20日,未网签
5,1906,19,127.9,9248.15,1182838.4,25年07月08日,未网签
5,1907,19,127.9,7646.88,1029511.9,25年08月19日,已备案
5,1908,19,149.38,7708.25,1151458.8,25年06月27日,已备案
5,2005,20,141.9,9884.34,1402588.1,24年04月20日,未网签
5,2006,20,127.9,9295.48,1188891.9,25年07月08日,未网签
5,2007,20,127.9,11055.0,1413934.5,24年03月13日,已备案
5,2008,20,149.38,7755.8,1158561.4,25年07月30日,已备案
5,2105,21,141.9,9934.16,1409657.2,24年04月20日,未网签
5,2106,21,127.9,9342.8,1194944.1,25年07月08日,未网签
5,2107,21,127.9,7637.86,976882.0,25年08月09日,已备案
5,2108,21,149.38,7759.25,1284963.2,25年09月10日,已备案
5,2205,22,141.9,9983.1,1416602.5,24年04月20日,未网签
5,2206,22,127.9,9390.13,1200997.6,25年07月08日,未网签
5,2207,22,127.9,7703.51,1072973.9,25年07月31日,已备案
5,2208,22,149.38,8047.45,1202128.1,25年08月13日,已备案
5,2305,23,141.9,10032.92,1423671.6,24年04月20日,未网签
5,2306,23,127.9,9437.46,1207051.1,25年07月08日,未网签
5,2307,23,127.9,7756.0,991992.4,25年07月09日,已备案
5,2308,23,149.38,10132.56,1513601.5,24年04月20日,未网签
5,2405,24,141.9,10082.74,1430740.8,24年04月20日,未网签
5,2406,24,127.9,9983.1,1276839.0,24年04月20日,未网签
5,2407,24,127.9,9884.34,1264207.4,24年04月20日,未网签
5,2408,24,149.38,10182.38,1521043.4,24年04月20日,未网签
5,2505,25,141.9,10132.56,1437810.0,24年04月20日,未网签
5,2506,25,127.9,10032.92,1283210.8,24年04月20日,未网签
5,2507,25,127.9,9934.16,1270579.0,24年04月20日,未网签
5,2508,25,149.38,10231.32,1528354.6,24年04月20日,未网签
5,2605,26,141.9,10182.38,1444879.1,24年04月20日,未网签
5,2606,26,127.9,10082.74,1289582.5,24年04月20日,未网签
5,2607,26,127.9,9983.1,1276839.0,24年04月20日,未网签
5,2608,26,149.38,11737.0,1753273.0,24年03月13日,已备案
5,2705,27,141.9,10231.32,1451824.2,24年04月20日,未网签
5,2706,27,127.9,10132.56,1295954.1,24年04月20日,未网签
5,2707,27,127.9,10032.92,1283210.8,24年04月20日,未网签
5,2708,27,149.38,10330.96,1543238.2,24年04月20日,未网签
5,2805,28,141.9,10281.14,1458893.5,24年04月20日,未网签
5,2806,28,127.9,10182.38,1302325.9,24年04月20日,未网签
5,2807,28,127.9,10082.74,1289582.5,24年04月20日,未网签
5,2808,28,149.38,10380.77,1550680.0,24年04月20日,未网签
5,2905,29,141.9,10330.96,1465962.6,24年04月20日,未网签
5,2906,29,127.9,10231.32,1308585.9,24年04月20日,未网签
5,2907,29,127.9,10132.56,1295954.1,24年04月20日,未网签
5,2908,29,149.38,10430.59,1558121.9,24年04月20日,未网签
5,3005,30,141.9,10380.77,1473031.9,24年04月20日,未网签
5,3006,30,127.9,10281.14,1314957.5,24年04月20日,未网签
5,3007,30,127.9,10182.38,1302325.9,24年04月20日,未网签
5,3008,30,149.38,10480.41,1565563.6,24年04月20日,未网签
5,3105,31,141.9,10430.59,1480101.0,24年04月20日,未网签
5,3106,31,127.9,10330.96,1321329.2,24年04月20日,未网签
5,3107,31,127.9,10231.32,1308585.9,24年04月20日,未网签
5,3108,31,149.38,10529.35,1572874.9,24年04月20日,未网签
5,3205,32,141.9,9636.13,1367366.2,24年04月20日,未网签
5,3206,32,127.9,9536.49,1219717.1,24年04月20日,未网签
5,3207,32,127.9,9436.85,1206973.6,24年04月20日,未网签
5,3208,32,149.38,9734.89,1454197.6,24年04月20日,未网签
